Dataset,Chart,Columns
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewables_share_elec
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewables_share_elec
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs other_renewables_share_energy
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs other_renewables_share_energy
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs per_capita_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs per_capita_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs primary_energy_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs primary_energy_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs renewables_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs renewables_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs renewables_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs renewables_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs renewables_share_elec
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs renewables_share_elec
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs renewables_share_energy
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs renewables_share_energy
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs solar_cons_change_pct
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs solar_cons_change_pct
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs solar_cons_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs solar_cons_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs solar_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs solar_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs solar_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs solar_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs solar_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs solar_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs solar_energy_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs solar_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs solar_share_elec
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs solar_share_elec
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs solar_share_energy
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs solar_share_energy
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs wind_cons_change_pct
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs wind_cons_change_pct
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs wind_cons_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs wind_cons_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs wind_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs wind_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs wind_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs wind_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs wind_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs wind_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs wind_energy_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs wind_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs wind_share_elec
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs wind_share_elec
World Energy Consumption.csv,Scatter Plot,oil_cons_change_pct vs wind_share_energy
World Energy Consumption.csv,Bubble Chart,oil_cons_change_pct vs wind_share_energy
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs oil_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs oil_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs oil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs oil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs oil_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs oil_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs oil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs oil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs oil_prod_change_pct
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs oil_prod_change_pct
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs oil_prod_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs oil_prod_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs oil_prod_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs oil_prod_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs oil_production
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs oil_production
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs oil_share_elec
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs oil_share_elec
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs oil_share_energy
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs oil_share_energy
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewable_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewable_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewable_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewable_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewables_share_elec
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewables_share_elec
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs other_renewables_share_energy
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs other_renewables_share_energy
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs per_capita_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs per_capita_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs primary_energy_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs primary_energy_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs renewables_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs renewables_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs renewables_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs renewables_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs renewables_share_elec
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs renewables_share_elec
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs renewables_share_energy
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs renewables_share_energy
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs solar_cons_change_pct
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs solar_cons_change_pct
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs solar_cons_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs solar_cons_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs solar_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs solar_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs solar_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs solar_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs solar_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs solar_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs solar_energy_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs solar_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs solar_share_elec
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs solar_share_elec
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs solar_share_energy
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs solar_share_energy
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs wind_cons_change_pct
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs wind_cons_change_pct
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs wind_cons_change_twh
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs wind_cons_change_twh
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs wind_consumption
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs wind_consumption
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs wind_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs wind_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs wind_electricity
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs wind_electricity
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs wind_energy_per_capita
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs wind_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs wind_share_elec
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs wind_share_elec
World Energy Consumption.csv,Scatter Plot,oil_cons_change_twh vs wind_share_energy
World Energy Consumption.csv,Bubble Chart,oil_cons_change_twh vs wind_share_energy
World Energy Consumption.csv,Scatter Plot,oil_consumption vs oil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,oil_consumption vs oil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,oil_consumption vs oil_electricity
World Energy Consumption.csv,Bubble Chart,oil_consumption vs oil_electricity
World Energy Consumption.csv,Scatter Plot,oil_consumption vs oil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,oil_consumption vs oil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,oil_consumption vs oil_prod_change_pct
World Energy Consumption.csv,Bubble Chart,oil_consumption vs oil_prod_change_pct
World Energy Consumption.csv,Scatter Plot,oil_consumption vs oil_prod_change_twh
World Energy Consumption.csv,Bubble Chart,oil_consumption vs oil_prod_change_twh
World Energy Consumption.csv,Scatter Plot,oil_consumption vs oil_prod_per_capita
World Energy Consumption.csv,Bubble Chart,oil_consumption vs oil_prod_per_capita
World Energy Consumption.csv,Scatter Plot,oil_consumption vs oil_production
World Energy Consumption.csv,Bubble Chart,oil_consumption vs oil_production
World Energy Consumption.csv,Scatter Plot,oil_consumption vs oil_share_elec
World Energy Consumption.csv,Bubble Chart,oil_consumption vs oil_share_elec
World Energy Consumption.csv,Scatter Plot,oil_consumption vs oil_share_energy
World Energy Consumption.csv,Bubble Chart,oil_consumption vs oil_share_energy
World Energy Consumption.csv,Scatter Plot,oil_consumption vs other_renewable_consumption
World Energy Consumption.csv,Bubble Chart,oil_consumption vs other_renewable_consumption
World Energy Consumption.csv,Scatter Plot,oil_consumption vs other_renewable_electricity
World Energy Consumption.csv,Bubble Chart,oil_consumption vs other_renewable_electricity
